C,CPP,Java,Python,Ruby,R
298.1117,310.6264,779.3057,3183.981,8068.9055,1705.5191
303.8511,304.6011,749.6744,3166.5031,8069.9573,1784.1395
302.1891,300.5385,750.5392,3159.924,8063.3428,1733.6809
298.0914,301.33,776.6267,3165.4472,8050.8386,1741.1922
294.5671,302.8775,749.6589,3175.7711,8096.5596,1725.7599
1135.1684,593.7046,840.1427,3276.614,8215.606,1876.7012
303.6313,301.5891,841.9184,3184.5259,8242.6668,2698.4489
301.0064,308.8977,774.2132,3171.1781,8187.4371,1673.2362
299.1646,341.3727,807.2961,3373.4629,8546.3534,1797.6229
305.3581,303.5223,832.6974,3208.4867,8499.3026,1845.6343
308.9629,357.0316,816.0545,3232.811,8454.7368,1798.2731
296.1016,304.1117,786.0219,3160.046,8226.1524,1694.2268
311.7347,336.7579,794.7628,3107.4569,8281.2847,1798.5063
1126.8692,325.6033,792.2945,3248.7428,8389.544,1673.3679
301.5274,607.3553,835.822,3217.0253,8546.9833,2687.971
300.7048,327.4105,814.9417,3215.0725,8265.3021,1781.917
312.4341,320.0234,825.4202,3191.6655,8390.5429,1736.8777
327.6922,359.6513,858.706,3244.6968,8233.8084,1734.3383
301.57,324.2935,836.7663,3156.9398,8389.6879,1781.1823
304.8607,320.47,817.4978,3207.9829,8265.2934,1860.8913
324.151,318.0041,826.2962,3124.7877,8326.3674,1826.8633
294.6234,353.1234,787.2898,3217.7492,8087.4855,1775.8909
